Time (hours),Price,Regime,Spread (bps),Inventory,Cash,PnL
0.0,90863.9,0,6.505472897083059,0.0,0.0,0.0
0.004166666666666667,90854.54342421085,0,6.280099385362559,-0.05,4546.150563193866,3.423391983324109
0.008333333333333333,90837.11133019088,0,6.505472897083059,0.0,6.276269794902873,6.276269794902873
0.0125,90858.60762903355,0,6.505472897083059,0.0,6.276269794902873,6.276269794902873
0.016666666666666666,90852.34226976465,0,6.505472897083059,0.0,6.276269794902873,6.276269794902873
0.020833333333333332,90836.16711614165,0,6.280099385362559,-0.05,4551.848570534497,10.040214727415332
0.025,90843.34694954661,0,6.280099385362559,-0.05,4551.848570534497,9.68122305716679
0.029166666666666667,90849.25377663402,0,6.280099385362559,-0.05,4551.848570534497,9.385881702795814
0.03333333333333333,90840.97850628846,0,6.280099385362559,-0.05,4551.848570534497,9.799645220074126
0.0375,90822.51245930447,0,6.280099385362559,-0.05,4551.848570534497,10.722947569273856
0.041666666666666664,90804.07429418567,0,6.505472897083059,0.0,13.57481959263714,13.57481959263714
0.04583333333333333,90824.74346140218,0,6.280099385362559,-0.05,4556.732151523248,15.494978453139083
0.05,90838.67967753632,0,6.280099385362559,-0.05,4556.732151523248,14.798167646431466
0.05416666666666667,90830.79304026991,0,6.505472897083059,0.0,17.65054732848239,17.65054732848239
0.058333333333333334,90838.64044576349,0,6.280099385362559,-0.05,4562.144685653698,20.21266336552253
0.0625,90868.1768299293,0,6.280099385362559,-0.05,4562.144685653698,18.73584415723235
0.06666666666666667,90884.8093478454,0,6.280099385362559,-0.05,4562.144685653698,17.90421826142756
0.07083333333333333,90891.92068694685,0,6.054725873642059,-0.1,9109.238981222588,20.04691252790326
0.075,90915.74324386395,0,6.054725873642059,-0.1,9109.238981222588,17.66465683619208
0.07916666666666666,90932.24182712015,0,6.054725873642059,-0.1,9109.238981222588,16.01479851057411
0.08333333333333333,90945.90351228608,0,6.054725873642059,-0.1,9109.238981222588,14.648629993980649
0.0875,90964.30445511678,0,6.280099385362559,-0.05,4564.697068183772,16.481845427932967
0.09166666666666666,90981.23817427686,0,6.505472897083059,0.0,19.338169790425127,19.338169790425127
0.09583333333333334,90972.12064212057,0,6.505472897083059,0.0,19.338169790425127,19.338169790425127
0.1,90981.30640734157,0,6.280099385362559,-0.05,4570.903285222591,21.837964855511927
0.10416666666666667,90989.09512383609,0,6.054725873642059,-0.1,9122.825463821911,23.915951438302727
0.10833333333333334,91017.58591656983,0,6.054725873642059,-0.1,9122.825463821911,21.06687216492719
0.1125,91005.46290354407,0,6.054725873642059,-0.1,9122.825463821911,22.279173467502915
0.11666666666666667,91030.0438815844,0,6.054725873642059,-0.1,9122.825463821911,19.821075663470765
0.12083333333333333,91029.02022667025,0,6.054725873642059,-0.1,9122.825463821911,19.92344115488595
0.125,91036.76360006287,0,6.054725873642059,-0.1,9122.825463821911,19.149103815623675
0.12916666666666668,91067.73292571813,0,5.829352361921558,-0.15000000000000002,13677.419657065166,17.259718207444166
0.13333333333333333,91068.41671869994,0,5.829352361921558,-0.15000000000000002,13677.419657065166,17.157149260172446
0.1375,91060.26687796171,0,6.054725873642058,-0.10000000000000002,9126.653170580646,20.62648278447341
0.14166666666666666,91045.57942675112,0,6.054725873642058,-0.10000000000000002,9126.653170580646,22.095227905532738
0.14583333333333334,91064.50505986564,0,6.280099385362559,-0.05000000000000002,4577.130479370269,23.90522637698632
0.15,91097.44891548943,0,6.280099385362559,-0.05000000000000002,4577.130479370269,22.258033595796405
0.15416666666666667,91067.19493988239,0,6.280099385362559,-0.05000000000000002,4577.130479370269,23.770732376147862
0.15833333333333333,91074.15460804915,0,6.280099385362559,-0.05000000000000002,4577.130479370269,23.42274896781055
0.1625,91063.44014207643,0,6.280099385362559,-0.05000000000000002,4577.130479370269,23.958472266445824
0.16666666666666666,91089.556159981,0,6.280099385362559,-0.05000000000000002,4577.130479370269,22.652671371217366
0.17083333333333334,91070.5409147692,0,6.280099385362559,-0.05000000000000002,4577.130479370269,23.603433631808002
0.175,91091.58595989576,0,6.054725873642058,-0.10000000000000002,9133.517185348846,24.35858935926808
0.17916666666666667,91071.39737825561,0,6.054725873642058,-0.10000000000000002,9133.517185348846,26.37744752328399
0.18333333333333332,91080.27118171229,0,6.054725873642058,-0.10000000000000002,9133.517185348846,25.490067177615856
0.1875,91071.63812546968,0,5.829352361921558,-0.15000000000000002,13690.288074806973,29.542355986519397
0.19166666666666668,91043.23062811112,0,6.054725873642058,-0.10000000000000002,9139.360611877542,35.037549066428255
0.19583333333333333,91068.99943190409,0,6.054725873642058,-0.10000000000000002,9139.360611877542,32.460668687132056
0.2,91058.55761681116,0,6.054725873642058,-0.10000000000000002,9139.360611877542,33.50485019642474
0.20416666666666666,91044.45376020536,0,6.054725873642058,-0.10000000000000002,9139.360611877542,34.91523585700452
0.20833333333333334,91033.173398766,0,6.054725873642058,-0.10000000000000002,9139.360611877542,36.043272000941215
0.2125,91034.66660504372,0,6.054725873642058,-0.10000000000000002,9139.360611877542,35.89395137316933
0.21666666666666667,91041.40857551948,0,5.829352361921558,-0.15000000000000002,13693.849891886188,37.6386055582625
0.22083333333333333,91069.89929361209,0,5.829352361921558,-0.15000000000000002,13693.849891886188,33.36499784437183
0.225,91092.72869110959,0,6.054725873642058,-0.10000000000000002,9143.009319868319,33.7364507573584
0.22916666666666666,91112.99832473238,0,6.054725873642058,-0.10000000000000002,9143.009319868319,31.709487395079123
0.23333333333333334,91130.27007322409,0,6.054725873642058,-0.10000000000000002,9143.009319868319,29.982312545907917
0.2375,91126.6106230301,0,6.054725873642058,-0.10000000000000002,9143.009319868319,30.348257565306994
0.24166666666666667,91131.32936231783,0,6.054725873642058,-0.10000000000000002,9143.009319868319,29.87638363653423
0.24583333333333332,91132.07786687868,0,6.054725873642058,-0.10000000000000002,9143.009319868319,29.80153318044904
