Date,Open,High,Low,Close,Volume,count
2025-12-08 15:30:00,89980.3,90239.4,89615.8,89972.6,107.42873455,1675
2025-12-08 16:00:00,89971.8,90388.4,89705.1,90297.0,64.49495289,1542
2025-12-08 16:30:00,90297.0,90456.8,89753.1,89954.3,33.8401763,1158
2025-12-08 17:00:00,89954.3,90227.7,89785.9,89994.1,41.56190729,1186
2025-12-08 17:30:00,89990.9,90320.8,89721.8,90239.1,34.77297499,1140
2025-12-08 18:00:00,90239.1,90516.1,90140.8,90140.9,72.35380126,1067
2025-12-08 18:30:00,90140.9,90498.0,89724.3,89890.3,33.73659493,1121
2025-12-08 19:00:00,89890.3,90184.3,89856.5,90140.5,38.74321846,1196
2025-12-08 19:30:00,90140.6,90337.5,90076.8,90101.4,14.25737006,768
2025-12-08 20:00:00,90101.4,90608.2,90101.4,90480.7,38.98026904,983
2025-12-08 20:30:00,90468.8,90914.2,90316.8,90798.9,122.31466312,1200
2025-12-08 21:00:00,90788.8,91038.5,90693.7,91038.5,93.14295769,884
2025-12-08 21:30:00,91038.5,91393.1,91038.4,91339.9,41.53730805,1233
2025-12-08 22:00:00,91333.7,91370.9,90874.5,90980.0,57.92611631,867
2025-12-08 22:30:00,90980.0,91045.2,90759.6,90859.9,7.34296371,678
2025-12-08 23:00:00,90859.9,90999.7,90535.0,90699.0,19.4366596,930
2025-12-08 23:30:00,90701.5,90773.4,90562.9,90650.1,6.9848808,580
2025-12-09 00:00:00,90650.1,90834.7,90619.0,90738.2,10.40381922,670
2025-12-09 00:30:00,90722.2,90722.2,90363.8,90395.8,13.66174484,903
2025-12-09 01:00:00,90395.8,90551.7,90191.9,90255.7,11.10846266,700
2025-12-09 01:30:00,90255.6,90255.7,89959.9,90056.4,47.14871334,905
2025-12-09 02:00:00,90056.5,90362.6,90008.9,90326.1,19.41005368,648
2025-12-09 02:30:00,90326.1,90326.1,90057.0,90057.0,158.36802343,739
2025-12-09 03:00:00,90057.0,90140.3,89818.7,90034.0,17.70442901,916
2025-12-09 03:30:00,90034.0,90424.3,90034.0,90424.2,45.09919502,679
2025-12-09 04:00:00,90424.3,90496.5,90330.4,90389.9,6.59234747,412
2025-12-09 04:30:00,90389.8,90389.9,89756.8,89929.7,35.59672646,907
2025-12-09 05:00:00,89929.7,89950.9,89545.1,89842.3,90.40189702,918
2025-12-09 05:30:00,89842.4,90195.8,89842.3,89906.6,16.32775869,674
2025-12-09 06:00:00,89906.6,90094.4,89824.4,89853.5,6.32225295,530
2025-12-09 06:30:00,89853.5,90207.5,89790.6,90159.9,12.78348451,653
2025-12-09 07:00:00,90159.9,90420.5,90101.6,90363.3,15.26999201,582
2025-12-09 07:30:00,90363.2,90520.4,90351.6,90476.2,13.63832392,477
2025-12-09 08:00:00,90476.3,90583.4,90476.3,90553.1,20.43785499,642
2025-12-09 08:30:00,90547.5,90599.4,90391.1,90488.3,21.49979469,575
2025-12-09 09:00:00,90490.9,90490.9,90306.8,90306.9,8.44929542,435
2025-12-09 09:30:00,90306.9,90345.2,90158.9,90159.5,9.11484597,383
2025-12-09 10:00:00,90159.5,90203.8,90079.8,90203.8,5.35389695,398
2025-12-09 10:30:00,90203.7,90315.9,89900.1,90266.3,35.27727656,708
2025-12-09 11:00:00,90266.3,90315.5,90171.1,90264.0,4.45543684,385
2025-12-09 11:30:00,90264.1,90381.5,90228.2,90381.5,24.82613197,462
2025-12-09 12:00:00,90381.5,90673.1,90343.4,90561.9,22.52527094,644
2025-12-09 12:30:00,90562.0,90645.1,90516.5,90597.8,17.66073703,545
2025-12-09 13:00:00,90597.9,90709.4,90491.5,90700.3,8.58953071,598
2025-12-09 13:30:00,90700.3,90819.0,90186.0,90412.3,48.82454233,1003
2025-12-09 14:00:00,90412.3,90611.0,90153.4,90232.6,11.04033516,839
2025-12-09 14:30:00,90232.6,90549.9,90025.8,90335.8,37.70560148,1459
2025-12-09 15:00:00,90335.8,91254.8,90313.5,91174.7,63.3312617,2004
2025-12-09 15:30:00,91174.6,92850.0,91003.7,92680.7,171.27302886,3313
2025-12-09 16:00:00,92695.2,93688.3,92695.1,93366.5,235.6749456,3118
2025-12-09 16:30:00,93366.6,94474.8,93366.6,94192.4,182.92983721,3264
2025-12-09 17:00:00,94192.5,94583.7,93635.0,93773.0,117.36891639,2504
2025-12-09 17:30:00,93773.0,94019.9,93543.5,93896.4,70.45651728,1467
2025-12-09 18:00:00,93896.4,94163.3,93664.0,94136.1,58.24537885,1433
2025-12-09 18:30:00,94136.1,94158.7,93733.0,93927.8,27.77062965,954
2025-12-09 19:00:00,93927.8,94076.9,93738.1,94000.8,34.54688481,927
2025-12-09 19:30:00,94000.7,94191.7,93669.8,93809.2,33.8699981,1043
2025-12-09 20:00:00,93809.3,93810.4,92787.4,93062.9,100.42989632,1697
2025-12-09 20:30:00,93069.6,93273.7,92838.1,93092.8,28.1269114,1289
2025-12-09 21:00:00,93102.7,93233.6,92998.9,93123.5,17.0417265,929
2025-12-09 21:30:00,93123.5,93140.3,92266.7,92681.3,67.36976494,1807
2025-12-09 22:00:00,92652.0,92901.8,92514.2,92524.1,49.39419217,1175
2025-12-09 22:30:00,92524.1,93018.3,92524.1,92881.6,22.75407863,1100
2025-12-09 23:00:00,92881.7,92881.7,92558.2,92879.6,14.14933278,756
2025-12-09 23:30:00,92879.6,92971.1,92695.8,92702.2,20.60980017,696
2025-12-10 00:00:00,92702.2,92779.9,92308.9,92523.4,55.5881169,1118
2025-12-10 00:30:00,92523.5,92560.0,92107.9,92158.9,49.6755724,1002
2025-12-10 01:00:00,92158.9,92414.3,92119.9,92240.2,13.84084594,664
2025-12-10 01:30:00,92240.2,92358.3,92000.0,92337.2,39.5135393,1030
2025-12-10 02:00:00,92337.2,92586.5,92052.4,92512.4,28.84377296,807
2025-12-10 02:30:00,92512.3,92527.5,92267.5,92503.7,12.89332299,496
2025-12-10 03:00:00,92503.7,92550.0,92347.7,92419.7,2.27194093,526
2025-12-10 03:30:00,92419.7,92527.6,92401.9,92429.6,4.70301349,494
2025-12-10 04:00:00,92429.6,92650.0,92413.2,92440.3,13.32812841,564
2025-12-10 04:30:00,92440.3,92633.3,92421.4,92580.9,7.86137167,483
2025-12-10 05:00:00,92580.9,92720.7,92554.1,92595.1,30.15886886,642
2025-12-10 05:30:00,92595.1,92639.9,92550.7,92558.5,8.29037948,427
2025-12-10 06:00:00,92558.5,92602.8,92415.5,92542.8,10.0168209,507
2025-12-10 06:30:00,92542.8,92739.8,92542.7,92707.5,7.74151996,462
2025-12-10 07:00:00,92707.5,92707.5,92501.7,92576.8,7.90731233,436
2025-12-10 07:30:00,92583.0,92779.9,92546.1,92779.9,4.88384045,472
2025-12-10 08:00:00,92779.9,92779.9,92665.7,92710.5,2.59313839,374
2025-12-10 08:30:00,92710.6,92735.3,92579.6,92649.7,9.37126101,429
2025-12-10 09:00:00,92649.8,92651.2,92440.4,92505.3,14.10006306,512
2025-12-10 09:30:00,92505.3,92960.5,92505.2,92939.9,45.84884974,760
2025-12-10 10:00:00,92939.9,93233.3,92454.1,92493.5,65.79874259,1232
2025-12-10 10:30:00,92477.7,92477.7,92158.9,92281.6,21.83101668,1025
2025-12-10 11:00:00,92281.6,92426.5,92257.0,92351.8,15.01436008,612
2025-12-10 11:30:00,92337.6,92357.1,91805.9,92134.4,83.69216568,1569
2025-12-10 12:00:00,92134.4,92189.9,91990.0,91999.9,11.06956973,668
2025-12-10 12:30:00,91999.9,92118.4,91846.0,92008.0,40.34963846,818
2025-12-10 13:00:00,92008.0,92216.2,91946.7,92165.1,50.09129983,922
2025-12-10 13:30:00,92165.1,92165.1,91961.8,92083.0,69.18948567,973
2025-12-10 14:00:00,92083.0,92099.8,91883.6,91926.4,20.96851911,1049
2025-12-10 14:30:00,91928.1,92080.2,91636.7,91841.9,60.11032235,2064
2025-12-10 15:00:00,91841.9,92139.7,91728.3,91970.7,25.66287513,1544
2025-12-10 15:30:00,91959.8,92069.9,91599.0,92069.9,42.08649014,1475
2025-12-10 16:00:00,92069.9,92584.1,91923.3,92508.3,71.56414202,1701
2025-12-10 16:30:00,92500.2,92500.2,92097.9,92159.3,47.42460364,1477
2025-12-10 17:00:00,92164.2,92493.5,92104.5,92328.6,26.31665415,1307
2025-12-10 17:30:00,92328.6,92493.6,92236.2,92371.3,14.9718256,1052
2025-12-10 18:00:00,92371.3,92482.2,92006.5,92254.4,19.12612941,1093
2025-12-10 18:30:00,92254.3,93018.6,92084.8,92526.6,62.54477415,1989
2025-12-10 19:00:00,92503.5,93233.3,91673.5,92452.3,136.16157112,3130
2025-12-10 19:30:00,92468.4,93189.1,92468.4,92963.9,179.42584987,2279
2025-12-10 20:00:00,92964.7,94489.0,92671.7,93582.5,289.71146809,3474
2025-12-10 20:30:00,93582.5,93848.9,92311.0,92450.7,153.78880152,2624
2025-12-10 21:00:00,92450.8,92611.2,91902.8,92401.1,66.32798108,1688
2025-12-10 21:30:00,92401.1,92798.6,92215.0,92379.7,23.77786164,1168
2025-12-10 22:00:00,92379.7,92686.6,92000.3,92347.0,26.25268603,1135
2025-12-10 22:30:00,92347.0,92658.8,92160.3,92535.1,57.49482224,1101
2025-12-10 23:00:00,92535.1,92584.7,92162.4,92162.4,25.37017656,732
2025-12-10 23:30:00,92162.5,92182.8,91972.0,92019.8,22.46143494,803
2025-12-11 00:00:00,92019.8,92096.5,91792.2,91819.6,59.48914404,994
2025-12-11 00:30:00,91799.4,91799.4,91100.0,91402.4,127.01317367,2001
2025-12-11 01:00:00,91402.5,91419.9,90750.4,91111.4,34.64297807,1716
2025-12-11 01:30:00,91111.4,91277.2,90700.0,90719.9,32.48184189,1079
2025-12-11 02:00:00,90719.8,90719.8,90012.9,90107.9,102.78653191,2550
2025-12-11 02:30:00,90107.8,90229.9,89905.0,90079.3,48.78561117,1711
2025-12-11 03:00:00,90086.8,90086.8,89423.0,89748.5,112.79228368,2261
2025-12-11 03:30:00,89748.4,89914.3,89618.1,89887.3,16.02540574,937
2025-12-11 04:00:00,89887.3,90108.2,89737.6,90027.6,28.89649713,965
2025-12-11 04:30:00,90027.6,90467.7,90027.6,90454.3,22.79388198,961
2025-12-11 05:00:00,90454.4,90454.4,90104.3,90272.0,16.56363442,740
2025-12-11 05:30:00,90272.0,90329.9,90197.4,90299.8,7.16448914,514
2025-12-11 06:00:00,90299.9,90299.9,90027.1,90086.1,9.90330365,564
2025-12-11 06:30:00,90090.0,90429.9,90090.0,90300.4,14.45175858,583
2025-12-11 07:00:00,90300.5,90318.8,90101.0,90151.5,11.72533428,717
2025-12-11 07:30:00,90151.6,90271.3,90151.5,90249.9,11.42662353,636
2025-12-11 08:00:00,90249.9,90265.3,90031.7,90131.0,12.92009368,859
2025-12-11 08:30:00,90131.1,90251.9,90009.9,90202.1,9.13923347,575
2025-12-11 09:00:00,90202.1,90461.3,90175.6,90412.6,29.00595184,703
2025-12-11 09:30:00,90412.6,90495.1,90195.8,90226.6,9.32672685,509
2025-12-11 10:00:00,90239.9,90336.0,90204.2,90273.0,14.22816576,560
2025-12-11 10:30:00,90272.9,90350.5,90195.0,90350.4,9.0819207,449
2025-12-11 11:00:00,90350.5,90400.0,90276.7,90276.7,15.37609136,483
2025-12-11 11:30:00,90276.8,90309.9,90236.7,90274.7,8.36729526,486
2025-12-11 12:00:00,90274.7,90346.9,90150.3,90319.8,38.45648073,731
2025-12-11 12:30:00,90319.9,90383.3,90030.0,90030.8,16.49160959,836
2025-12-11 13:00:00,90030.2,90135.3,89982.0,90081.1,29.71989135,868
2025-12-11 13:30:00,90081.0,90130.0,89905.0,90089.9,30.96624307,1054
2025-12-11 14:00:00,90089.9,90260.9,90050.0,90163.5,24.23935311,968
2025-12-11 14:30:00,90163.5,90495.1,89281.4,89560.1,156.63029971,3311
2025-12-11 15:00:00,89556.8,90662.1,89427.3,90258.3,98.40289058,2454
2025-12-11 15:30:00,90258.3,90258.3,89679.3,89912.7,48.62385724,1896
2025-12-11 16:00:00,89912.6,89968.8,89372.3,89540.0,33.97180891,2275
2025-12-11 16:30:00,89540.0,90163.1,89473.6,89709.1,69.41649728,1721
2025-12-11 17:00:00,89709.1,90233.3,89660.6,90099.8,48.4280362,1690
2025-12-11 17:30:00,90099.9,90239.9,89943.0,89990.1,37.04663932,1489
2025-12-11 18:00:00,89990.1,90484.6,89918.7,90354.7,73.3374311,1628
2025-12-11 18:30:00,90354.8,91190.5,90336.8,90702.5,90.94730883,2070
2025-12-11 19:00:00,90705.1,91169.9,90616.0,91140.0,32.71680671,1353
2025-12-11 19:30:00,91140.0,91551.0,90783.9,90834.3,116.26627868,2207
2025-12-11 20:00:00,90836.1,91456.2,90801.9,91059.9,64.49693895,1456
2025-12-11 20:30:00,91059.8,91847.0,91025.2,91812.4,75.49519376,1885
2025-12-11 21:00:00,91801.6,93260.1,91735.7,93260.1,203.15147613,3888
2025-12-11 21:30:00,93260.1,93561.8,92830.9,92885.3,96.85883092,2628
2025-12-11 22:00:00,92885.4,93187.3,92278.3,92350.8,52.93259808,1650
2025-12-11 22:30:00,92350.8,92700.7,92134.6,92454.8,51.61968279,1174
2025-12-11 23:00:00,92400.1,92666.0,92355.3,92529.6,28.07271818,1067
2025-12-11 23:30:00,92529.5,92810.0,92425.6,92541.0,20.78178473,760
2025-12-12 00:00:00,92541.0,92629.9,92381.4,92393.3,16.62207755,933
2025-12-12 00:30:00,92393.4,92419.9,91496.5,91562.8,69.50368001,1406
2025-12-12 01:00:00,91562.9,92172.8,91562.9,92099.8,21.66529461,1306
2025-12-12 01:30:00,92099.8,92298.8,92079.7,92149.3,44.10805303,835
2025-12-12 02:00:00,92149.3,92481.4,91973.1,92411.5,21.59125637,1052
2025-12-12 02:30:00,92411.4,92730.4,92364.9,92585.4,17.13441708,1011
2025-12-12 03:00:00,92585.4,92751.0,92204.3,92254.6,12.27241113,901
2025-12-12 03:30:00,92254.6,92389.9,92238.4,92317.3,9.20167427,522
2025-12-12 04:00:00,92317.3,92362.3,92166.0,92203.1,10.15320448,599
2025-12-12 04:30:00,92203.1,92441.7,92203.0,92379.8,4.0022426,504
2025-12-12 05:00:00,92379.9,92500.0,92106.8,92120.1,11.93252285,767
2025-12-12 05:30:00,92120.1,92449.0,92120.0,92449.0,16.78823263,594
2025-12-12 06:00:00,92449.0,92709.5,92448.9,92589.6,11.97587225,766
2025-12-12 06:30:00,92589.7,92589.7,92485.8,92510.0,7.51511307,512
2025-12-12 07:00:00,92510.0,92549.9,92373.2,92382.1,17.26212977,487
2025-12-12 07:30:00,92382.1,92513.0,92285.5,92445.2,8.90987188,678
2025-12-12 08:00:00,92442.4,92464.6,92216.0,92254.2,15.45267457,521
2025-12-12 08:30:00,92254.3,92332.0,92144.5,92332.0,11.9023595,489
2025-12-12 09:00:00,92336.2,92353.2,92143.7,92143.7,6.83717244,380
2025-12-12 09:30:00,92134.6,92541.2,92115.4,92541.2,10.63264401,581
2025-12-12 10:00:00,92541.2,92619.9,92437.5,92484.0,14.43237828,503
2025-12-12 10:30:00,92466.4,92562.7,92420.6,92508.6,15.99896643,458
2025-12-12 11:00:00,92508.7,92508.7,92306.7,92369.0,6.92191731,468
2025-12-12 11:30:00,92369.1,92411.5,92322.8,92401.1,14.03644519,508
2025-12-12 12:00:00,92401.1,92411.4,92187.1,92187.2,34.15660905,593
2025-12-12 12:30:00,92187.2,92429.7,92111.6,92429.6,31.18401058,778
2025-12-12 13:00:00,92429.7,92524.2,92275.3,92275.3,95.23328834,1030
2025-12-12 13:30:00,92275.4,92387.8,92254.5,92307.1,30.39683826,763
2025-12-12 14:00:00,92307.1,92346.1,92134.4,92143.8,38.15778343,944
2025-12-12 14:30:00,92143.8,92653.8,91933.0,92475.2,42.213456,2110
2025-12-12 15:00:00,92474.0,92474.0,90863.9,90863.9,115.07113284,2958
2025-12-12 15:30:00,90863.8,90930.8,89763.4,89926.8,199.77687459,4493
2025-12-12 16:00:00,89922.7,90458.5,89650.0,90428.2,118.5864604,3569
2025-12-12 16:30:00,90428.1,90428.1,89500.0,90058.1,65.32684476,3123
2025-12-12 17:00:00,90061.3,90661.5,89870.7,89870.8,49.13176656,2370
2025-12-12 17:30:00,89870.8,90300.0,89854.4,90079.9,40.72383348,1742
2025-12-12 18:00:00,90079.9,90576.3,90076.2,90547.7,61.89528293,2032
2025-12-12 18:30:00,90569.2,90670.1,90293.7,90374.2,32.1625248,1657
2025-12-12 19:00:00,90379.9,90389.9,90044.1,90209.8,73.7625031,1774
2025-12-12 19:30:00,90209.8,90325.5,90111.1,90210.1,26.82032311,1299
2025-12-12 20:00:00,90210.1,90269.3,90034.5,90034.5,30.27337877,1419
2025-12-12 20:30:00,90034.5,90344.1,89915.7,90209.2,64.55483906,1799
2025-12-12 21:00:00,90209.2,90339.9,90116.8,90179.8,20.36050341,1064
2025-12-12 21:30:00,90179.9,90299.9,90179.9,90199.7,10.00581412,717
2025-12-12 22:00:00,90199.7,90412.0,90199.6,90339.9,16.97575977,720
2025-12-12 22:30:00,90339.9,90370.3,90277.8,90323.8,9.8184124,564
2025-12-12 23:00:00,90329.9,90393.3,90310.1,90325.1,12.13951339,576
2025-12-12 23:30:00,90325.1,90369.3,90253.0,90277.2,22.5448854,606
2025-12-13 00:00:00,90277.2,90423.0,90221.1,90309.9,11.3571248,775
2025-12-13 00:30:00,90309.9,90344.3,90309.9,90322.6,7.09841034,496
2025-12-13 01:00:00,90322.6,90358.6,90310.0,90324.9,11.31667564,645
2025-12-13 01:30:00,90324.9,90326.3,90124.5,90232.7,11.82432265,612
2025-12-13 02:00:00,90232.7,90319.2,90229.2,90293.8,4.20825657,492
2025-12-13 02:30:00,90293.7,90293.8,90239.1,90244.9,2.8286661,368
2025-12-13 03:00:00,90244.9,90349.9,90225.0,90339.9,2.29104912,481
2025-12-13 03:30:00,90339.9,90459.5,90322.4,90340.9,4.39016646,445
2025-12-13 04:00:00,90341.0,90349.9,90273.3,90332.9,9.09251098,440
2025-12-13 04:30:00,90333.0,90411.4,90294.3,90372.4,3.18952891,331
2025-12-13 05:00:00,90372.4,90385.9,90347.3,90347.4,3.02337859,417
2025-12-13 05:30:00,90347.4,90362.0,90283.8,90346.3,3.94558383,408
2025-12-13 06:00:00,90346.3,90349.9,90283.2,90283.3,3.45841874,311
2025-12-13 06:30:00,90283.3,90370.1,90283.2,90370.1,4.27322511,285
2025-12-13 07:00:00,90370.1,90382.1,90338.0,90365.0,2.49034952,335
2025-12-13 07:30:00,90365.0,90399.0,90336.5,90341.7,2.76980883,317
2025-12-13 08:00:00,90341.7,90569.9,90341.6,90512.7,14.02608179,637
2025-12-13 08:30:00,90512.7,90547.6,90377.7,90439.9,5.83956797,493
2025-12-13 09:00:00,90439.9,90499.9,90439.8,90440.0,4.32908872,336
2025-12-13 09:30:00,90440.0,90493.4,90400.0,90419.9,4.43794249,428
2025-12-13 10:00:00,90419.9,90519.4,90419.9,90507.8,14.636341,422
2025-12-13 10:30:00,90507.8,90629.9,90507.7,90586.6,3.62825112,408
2025-12-13 11:00:00,90586.7,90592.9,90476.6,90476.7,19.50852544,535
2025-12-13 11:30:00,90476.7,90476.7,90339.5,90359.2,14.78804011,520
2025-12-13 12:00:00,90359.2,90489.9,90329.4,90331.3,4.06344752,519
2025-12-13 12:30:00,90331.4,90434.8,90300.1,90339.8,2.38301856,399
2025-12-13 13:00:00,90339.9,90434.8,90251.0,90251.1,3.25724521,533
2025-12-13 13:30:00,90251.1,90316.1,90236.7,90265.6,7.37927286,526
2025-12-13 14:00:00,90265.6,90338.1,89957.0,89980.5,19.63736021,936
2025-12-13 14:30:00,89980.4,90307.6,89955.3,90088.5,9.01740908,879
2025-12-13 15:00:00,90088.5,90290.6,90088.4,90144.7,8.54169673,641
2025-12-13 15:30:00,90145.6,90160.1,90059.2,90109.9,6.19308958,565
2025-12-13 16:00:00,90109.9,90283.9,90072.9,90084.9,3.6708776,632
2025-12-13 16:30:00,90084.9,90139.9,90052.9,90100.1,7.19593962,597
2025-12-13 17:00:00,90100.1,90100.1,90000.0,90043.9,10.96496832,647
2025-12-13 17:30:00,90044.0,90090.0,89994.2,90055.1,13.83922432,633
2025-12-13 18:00:00,90055.1,90180.9,90055.1,90157.8,8.36653821,645
2025-12-13 18:30:00,90157.8,90170.2,90109.0,90112.0,1.93806761,400
2025-12-13 19:00:00,90112.1,90187.1,90112.0,90166.2,5.02958462,513
2025-12-13 19:30:00,90166.1,90226.8,90166.1,90193.3,4.06359353,484
2025-12-13 20:00:00,90193.4,90218.1,90101.5,90146.0,31.04245165,536
2025-12-13 20:30:00,90146.1,90183.6,90076.8,90080.9,8.11258068,518
2025-12-13 21:00:00,90097.5,90097.5,89937.3,89968.1,37.94933389,676
2025-12-13 21:30:00,89968.0,90181.0,89797.1,90179.5,16.08265343,922
2025-12-13 22:00:00,90179.4,90236.1,90030.2,90096.9,3.41504232,577
2025-12-13 22:30:00,90096.9,90247.3,90096.9,90141.7,3.76117032,625
2025-12-13 23:00:00,90141.7,90214.5,90089.8,90197.8,4.16450454,552
2025-12-13 23:30:00,90197.8,90282.0,90197.8,90254.1,8.51022033,443
2025-12-14 00:00:00,90254.2,90323.4,90151.2,90323.3,5.39337744,650
2025-12-14 00:30:00,90323.3,90467.7,90323.3,90359.6,11.3110141,672
2025-12-14 01:00:00,90359.7,90446.4,90305.0,90446.3,4.38118996,468
2025-12-14 01:30:00,90446.4,90446.4,90213.9,90298.7,117.49524401,807
2025-12-14 02:00:00,90298.7,90374.0,90298.6,90372.6,4.44629453,343
2025-12-14 02:30:00,90372.7,90386.6,90274.0,90280.2,7.20829494,395
2025-12-14 03:00:00,90280.2,90290.0,90280.2,90290.0,0.73733992,289
2025-12-14 03:30:00,90290.0,90290.0,90266.3,90266.5,9.40639807,336
2025-12-14 04:00:00,90266.5,90299.9,90250.1,90299.9,7.3547576,349
2025-12-14 04:30:00,90299.9,90310.0,90142.2,90196.8,11.19520994,463
2025-12-14 05:00:00,90196.8,90196.8,90023.0,90092.3,20.71920902,578
2025-12-14 05:30:00,90097.7,90217.7,90097.7,90197.5,7.8718298,366
2025-12-14 06:00:00,90197.6,90231.0,90114.1,90114.1,3.29517465,342
2025-12-14 06:30:00,90114.2,90184.2,90100.0,90161.3,2.25111733,293
2025-12-14 07:00:00,90161.3,90161.3,90124.3,90124.4,1.73440843,222
2025-12-14 07:30:00,90124.3,90271.1,90100.0,90255.6,5.97506679,470
2025-12-14 08:00:00,90255.7,90274.0,90197.1,90197.2,2.64216137,363
2025-12-14 08:30:00,90197.2,90197.2,90127.0,90127.1,3.44293213,205
2025-12-14 09:00:00,90127.1,90149.9,90079.3,90079.3,11.13252555,295
2025-12-14 09:30:00,90079.3,90107.3,90020.3,90027.1,4.81259102,329
2025-12-14 10:00:00,90027.1,90133.7,89808.0,90022.8,20.29327412,821
2025-12-14 10:30:00,90017.6,90017.6,89848.5,89848.6,6.80032927,378
2025-12-14 11:00:00,89848.6,89856.5,89541.0,89541.1,88.4824697,1257
2025-12-14 11:30:00,89541.0,89591.7,88667.1,89398.4,182.50685056,3444
2025-12-14 12:00:00,89398.5,89542.8,89115.0,89400.5,45.36796852,1129
2025-12-14 12:30:00,89400.5,89654.9,89398.0,89441.4,24.4136054,701
2025-12-14 13:00:00,89441.4,89441.4,89110.2,89246.8,47.96971392,1001
2025-12-14 13:30:00,89259.2,89490.7,89229.5,89490.7,26.88210797,678
2025-12-14 14:00:00,89497.7,89548.4,89250.0,89270.8,11.92381689,668
2025-12-14 14:30:00,89270.8,89270.8,88900.0,89100.9,32.33724187,1346
2025-12-14 15:00:00,89100.9,89159.9,88861.1,89000.0,31.60281119,1092
2025-12-14 15:30:00,89011.6,89099.9,88967.7,89020.1,30.40917836,930
2025-12-14 16:00:00,89020.1,89399.4,88951.4,89259.7,23.47705639,1074
2025-12-14 16:30:00,89259.7,89339.0,88539.6,88825.5,40.34679516,1955
2025-12-14 17:00:00,88825.5,89039.4,88623.7,88780.9,18.30351295,1358
2025-12-14 17:30:00,88780.9,88909.9,88662.2,88822.3,23.69100334,1168
2025-12-14 18:00:00,88822.3,89070.6,88740.3,88799.2,11.63310156,1059
2025-12-14 18:30:00,88799.2,89024.5,88799.2,89024.3,16.56563395,988
2025-12-14 19:00:00,89024.3,89024.3,88517.9,88704.4,16.87074048,1255
2025-12-14 19:30:00,88704.4,88767.0,88514.4,88658.2,11.76727244,908
2025-12-14 20:00:00,88658.3,88813.0,88370.3,88673.6,44.95294469,1570
2025-12-14 20:30:00,88673.5,88730.7,88539.3,88591.6,9.69219984,828
2025-12-14 21:00:00,88591.6,88710.4,88466.1,88612.0,16.8057019,896
2025-12-14 21:30:00,88611.9,88611.9,88354.6,88467.4,8.57781775,911
2025-12-14 22:00:00,88467.4,88620.9,88367.0,88367.1,13.9782813,1016
2025-12-14 22:30:00,88367.1,88449.9,88036.8,88440.6,70.8051187,1993
2025-12-14 23:00:00,88440.6,88600.0,87978.4,88002.6,61.41004641,1591
